date,open,high,low,close,volume
2016-10-03,26.7133,26.8268,26.6937,26.8115,143261
2016-10-04,26.8507,27.4592,26.8213,26.9587,155797
2016-10-05,27.1452,27.3022,27.1452,27.2461,14688
2016-10-06,27.2335,27.2335,26.9685,27.0922,91126
2016-10-07,27.1157,27.1157,26.6545,26.7722,28410
2016-10-10,26.8311,27.3806,26.8311,27.312,66558
2016-10-11,26.9391,26.9391,26.3699,26.5171,325687
2016-10-12,26.4189,26.5563,26.2554,26.3777,17566
2016-10-13,25.9282,25.9282,25.4768,25.8497,28432
2016-10-14,26.0362,26.3208,25.9282,25.9282,40783
2016-10-17,25.8792,25.9282,25.8301,25.8301,23408
2016-10-18,26.1979,26.2814,26.1979,26.203,9710
2016-10-19,26.2521,26.3129,26.2134,26.2718,9477
2016-10-20,26.3012,26.3208,26.1284,26.3012,7194
2016-10-21,26.0656,26.2325,26.0656,26.2227,3393
2016-10-24,26.311,26.3993,26.311,26.3404,5552
2016-10-25,26.4287,26.4287,26.311,26.311,8309
2016-10-26,26.2325,26.2325,26.0527,26.0853,16405
2016-10-27,26.1716,26.1716,25.9163,25.9163,7377
2016-10-28,25.8203,25.9871,25.7124,25.7614,7651
2016-10-31,25.8203,25.8203,25.469,25.4768,13830
2016-11-01,25.5494,25.5494,25.1431,25.182,75641
2016-11-02,25.1628,25.1726,24.6481,24.6819,37500
2016-11-03,24.7113,24.7996,24.5837,24.5935,30192
2016-11-04,24.3973,24.5641,24.3482,24.3678,12272
2016-11-07,24.7408,25.2511,24.7408,25.1309,228664
2016-11-08,24.9959,25.0941,24.9174,25.045,642448
2016-11-09,24.3384,24.8978,24.3384,24.719,14615
2016-11-10,24.5543,24.7015,23.9066,23.9066,17502
2016-11-11,23.5533,23.6514,23.1804,23.5648,30549
2016-11-14,23.3276,23.3276,22.7414,22.8938,11813
2016-11-15,23.3274,23.5729,23.3274,23.465,6832
2016-11-16,23.4061,23.6612,23.4061,23.6122,3315
2016-11-17,23.7299,23.8183,23.7103,23.7564,5041
2016-11-18,23.779,23.9143,23.7005,23.7372,2931
2016-11-21,23.7397,23.9262,23.7397,23.8477,12190
2016-11-22,24.1127,24.1127,23.9262,24.0342,5885
2016-11-23,23.7397,23.9066,23.7397,23.9066,1294
2016-11-25,23.9753,23.9753,23.9203,23.9203,4042
2016-11-28,24.1689,24.1689,24.057,24.057,1424
2016-11-29,24.0145,24.3089,24.0145,24.2304,8816
2016-11-30,24.8487,24.8487,23.9655,24.1617,23592
2016-12-01,23.8673,23.8673,23.2295,23.249,6686
2016-12-02,23.1607,23.2392,22.9851,23.1215,3892
2016-12-05,23.1215,23.3917,23.1215,23.3472,136969
2016-12-06,23.4159,23.4159,23.1509,23.2293,19498
2016-12-07,23.249,23.6504,23.249,23.6078,62666
2016-12-08,23.5337,23.6907,23.5042,23.6415,10758
2016-12-09,23.7604,23.7604,23.7005,23.7425,6460
2016-12-12,23.5533,23.5533,23.2938,23.3668,7142
2016-12-13,23.6809,23.7027,23.5974,23.6318,4750
2016-12-14,23.5421,23.5827,23.2392,23.2392,7021
2016-12-15,23.1215,23.1215,22.8859,22.9252,26226
2016-12-16,22.9644,23.0233,22.7093,22.7387,5840
2016-12-19,22.9939,22.9939,22.5719,22.6597,11510
2016-12-20,22.6616,22.8099,22.5924,22.6821,14492
2016-12-21,22.7416,22.8198,22.7416,22.7946,4641
2016-12-22,22.565,22.6657,22.5232,22.6219,28343
2016-12-23,22.533,22.5973,22.4836,22.4836,10611
2016-12-27,22.5133,22.7864,22.5133,22.6912,4899
2016-12-28,22.6517,22.6813,22.5924,22.6715,20193
2016-12-29,22.8198,22.8692,22.8164,22.8593,5566
2016-12-30,22.755,22.755,22.5726,22.5825,16063
2017-01-03,22.7802,22.9078,22.7802,22.9038,2334
2017-01-04,23.1263,23.3735,23.1263,23.3438,31446
2017-01-05,23.3636,24.0853,23.3636,24.0755,15809
2017-01-06,24.0161,24.0209,23.8391,24.0112,7534
2017-01-09,24.026,24.1742,24.026,24.1348,6124
2017-01-10,24.293,24.5473,24.293,24.4215,4492
2017-01-11,24.4742,24.5995,24.3273,24.5797,12447
2017-01-12,24.4907,24.4907,24.2238,24.3226,3733
2017-01-13,24.5105,24.55,24.505,24.5285,810
2017-01-17,24.5006,24.6193,24.4808,24.55,19107
2017-01-18,24.4384,24.4384,24.3935,24.4215,2917
2017-01-19,24.5006,24.5006,24.3918,24.4907,9639
2017-01-20,24.5007,24.5007,24.4017,24.4017,2891
2017-01-23,24.55,24.7181,24.55,24.7181,6499
2017-01-24,24.9159,25.0439,24.9159,25.0346,7080
2017-01-25,25.1235,25.2125,25.1235,25.2125,1971
2017-01-26,25.1304,25.1304,24.9653,25.0731,1164
2017-01-27,25.0642,25.0642,24.9653,24.9927,7189
2017-01-30,24.9653,24.9752,24.784,24.913,57406
2017-01-31,24.9653,25.0741,24.9653,25.0741,1402
2017-02-01,25.2614,25.2614,25.1065,25.2323,6444
2017-02-02,25.3416,25.3509,25.2421,25.3444,3407
2017-02-03,25.3657,25.4892,25.3212,25.3708,15453
2017-02-06,25.43,25.5042,25.3707,25.4831,7964
2017-02-07,25.4597,25.4992,25.43,25.43,48727
2017-02-08,25.5289,25.8097,25.5289,25.7859,6379
2017-02-09,25.865,25.954,25.7662,25.9145,7380
2017-02-10,25.9343,26.0429,25.9047,25.9837,4443
2017-02-13,26.0925,26.0925,25.9701,26.0527,5119
2017-02-14,25.8848,25.9343,25.7859,25.9165,9356
2017-02-15,26.0925,26.3099,25.9738,26.3099,7005
2017-02-16,26.5291,26.5967,26.4484,26.5186,5604
2017-02-17,26.3594,26.4484,26.2791,26.4484,2499
2017-02-21,26.6857,26.8439,26.6461,26.8439,6627
2017-02-22,27.0219,27.1899,26.9673,27.1899,11262
2017-02-23,27.4173,27.4173,26.745,26.7846,72291
2017-02-24,26.6066,26.6956,26.5267,26.6663,15200
2017-02-27,26.5868,26.6096,26.507,26.5789,10242
2017-02-28,26.5078,26.5176,26.451,26.4579,8978
2017-03-01,26.656,26.7045,26.5416,26.7045,6872
2017-03-02,26.5471,26.5572,26.3594,26.3614,7752
2017-03-03,26.3001,26.466,26.2408,26.4434,4117
2017-03-06,26.4583,26.4682,26.3739,26.4682,5760
2017-03-07,26.5769,26.7648,26.5769,26.6165,11346
2017-03-08,26.7252,27.0167,26.7252,26.8135,4873
2017-03-09,26.6181,26.6181,26.3424,26.4385,7679
2017-03-10,26.7747,26.8043,26.6659,26.7642,1952
2017-03-13,27.18,27.1998,27.0572,27.1899,36193
2017-03-14,27.1603,27.1603,27.0147,27.1108,38888
2017-03-15,27.2888,27.4075,26.9824,27.3651,1532
2017-03-16,27.6151,27.7634,27.5342,27.6645,13253
2017-03-17,27.6349,27.8414,27.6151,27.8029,17472
2017-03-20,28.0007,28.0402,27.8919,27.9301,10138
2017-03-21,28.2775,28.2775,27.1998,27.2295,39917
2017-03-22,27.2888,27.358,27.0766,27.3481,14237
2017-03-23,27.5657,27.6106,27.4371,27.4668,17114
2017-03-24,27.6645,27.714,27.536,27.6843,14917
2017-03-27,27.4866,27.6447,27.2097,27.5854,14595
2017-03-28,27.6358,27.6942,27.6203,27.6744,4526
2017-03-29,27.7387,27.8029,27.6655,27.8029,1675
2017-03-30,27.8623,27.8623,27.5459,27.6052,22268
2017-03-31,27.5261,27.5261,27.448,27.4964,12903
2017-04-03,27.7041,27.8326,27.6645,27.8326,6877
2017-04-04,27.8029,27.8326,27.5953,27.6546,26013
2017-04-05,27.6843,27.882,27.5854,27.6349,26631
2017-04-06,27.7041,27.8096,27.6349,27.7535,32297
2017-04-07,27.7535,27.8424,27.536,27.7535,30148
2017-04-10,27.7238,27.9502,27.7238,27.8601,18083
2017-04-11,27.9315,27.9315,27.4866,27.5855,12356
2017-04-12,27.8029,27.9611,27.7712,27.7832,26373
2017-04-13,28.0081,28.0798,27.8623,27.8623,14428
2017-04-17,28.0007,28.1688,27.9216,28.1688,16783
2017-04-18,28.0205,28.0205,27.8929,27.9315,10834
2017-04-19,28.0699,28.2144,27.8959,27.8959,7004
2017-04-20,28.2578,28.5633,28.2578,28.4852,19289
2017-04-21,28.584,28.584,28.4654,28.5544,20304
2017-04-24,29.029,29.029,28.7833,28.851,9109
2017-04-25,29.1773,29.3622,29.1632,29.2663,46084
2017-04-26,29.1872,29.2366,29.1239,29.1872,25067
2017-04-27,29.3651,29.464,29.3651,29.3917,6564
2017-04-28,29.5728,29.5728,29.2465,29.4343,13126
2017-05-01,29.642,29.8259,29.5629,29.7705,45103
2017-05-02,29.9683,30.0207,29.7705,29.8892,27357
2017-05-03,29.9089,29.9089,29.5831,29.7606,38772
2017-05-04,29.7013,29.7676,29.6617,29.6815,9020
2017-05-05,29.8793,30.1858,29.7804,30.1858,28819
2017-05-08,30.433,30.4725,30.2886,30.3341,281861
2017-05-09,30.8186,31.0558,30.69,30.9768,121682
2017-05-10,31.0262,31.214,30.8581,31.1251,74760
2017-05-11,31.2536,31.2941,30.8878,31.1844,66839
2017-05-12,31.2734,31.4543,31.1943,31.4029,127622
2017-05-15,31.6491,31.7577,31.5354,31.6886,137569
2017-05-16,31.8172,32.3807,31.8172,32.2799,156200
2017-05-17,32.1237,32.1632,31.5601,31.57,189644
2017-05-18,31.2635,31.7074,30.8284,31.5898,114373
2017-05-19,32.0347,32.3709,32.0347,32.2819,115414
2017-05-22,32.6081,32.8158,32.5291,32.6774,163279
2017-05-23,32.7861,32.7861,32.2433,32.3841,380174
2017-05-24,32.3511,32.3511,32.0347,32.1731,89468
2017-05-25,32.45,32.5206,32.2522,32.4252,51587
2017-05-26,32.5291,32.6081,32.3916,32.4351,65401
2017-05-30,32.4104,32.4401,31.9133,31.9951,53750
2017-05-31,31.8765,31.8765,31.4514,31.4902,94546
2017-06-01,31.5996,31.8706,31.4931,31.85,74014
2017-06-02,31.916,31.967,31.7804,31.8765,47154
2017-06-05,32.0446,32.2809,32.0446,32.1929,116965
2017-06-06,32.272,32.4104,32.1826,32.2621,897094
2017-06-07,32.3511,32.5686,32.2918,32.5516,223518
2017-06-08,33.3497,33.3718,32.5356,32.9344,242059
2017-06-09,33.2212,33.2884,31.8963,32.3807,411925
2017-06-12,31.9754,32.1793,31.4494,31.9062,149938
2017-06-13,32.0742,32.2314,31.659,31.9062,96339
2017-06-14,32.1434,32.1533,31.392,31.5799,99101
2017-06-15,31.2042,31.2042,30.7197,31.1646,99491
2017-06-16,31.2338,31.2436,31.0163,31.1547,58159
2017-06-19,31.5008,31.9457,31.5008,31.9358,109401
2017-06-20,31.7875,31.916,31.5008,31.5257,115664
2017-06-21,31.5799,32.0742,31.5567,32.0742,58273
2017-06-22,31.8369,32.1236,31.6886,31.9844,72994
2017-06-23,32.1731,32.4697,32.1731,32.4539,57422
2017-06-26,32.6279,32.7864,32.1493,32.3412,63786
2017-06-27,32.3313,32.3313,31.6689,31.6969,91272
2017-06-28,31.6886,32.0013,31.3722,31.9951,55812
2017-06-29,31.8567,31.8567,31.0326,31.3722,82665
2017-06-30,31.5996,31.5996,31.1547,31.3426,609772
2017-07-03,31.6293,31.6293,31.1201,31.3129,190755
2017-07-05,31.4217,31.4217,31.0657,31.3426,167211
2017-07-06,31.1943,31.2536,31.0361,31.0954,146075
2017-07-07,31.2338,31.3525,31.1794,31.3228,145626
2017-07-10,31.5206,31.6748,31.3228,31.5898,170534
2017-07-11,31.7381,31.92,31.6392,31.8963,72781
2017-07-12,32.2918,32.618,32.2918,32.5905,121596
2017-07-13,32.885,33.0531,32.7762,32.8751,172834
2017-07-14,33.0729,33.3892,33.0729,33.3596,146576
2017-07-17,33.3596,33.3991,32.9885,33.1025,231868
2017-07-18,33.1223,33.5178,32.974,33.498,136332
2017-07-19,34.0616,34.1703,33.7748,33.8441,211189
2017-07-20,33.9825,34.0319,33.7674,33.8638,114442
2017-07-21,33.8836,33.9093,33.7067,33.8836,85043
2017-07-24,33.9133,34.1999,33.9133,34.1703,90907
2017-07-25,34.1703,34.2593,34.0023,34.2,127094
2017-07-26,34.2198,34.5955,34.1604,34.5856,135216
2017-07-27,34.8526,34.991,33.7649,34.289,234802
2017-07-28,34.1802,34.6995,34.0023,34.6054,94652
2017-07-31,34.8031,35.0194,34.6226,34.7537,176435
2017-08-01,34.3582,34.4478,34.289,34.3977,73324
2017-08-02,34.813,34.813,33.8765,34.2692,223981
2017-08-03,34.1604,34.4174,33.9528,34.3483,94910
2017-08-04,34.3582,34.4478,34.289,34.3977,73324
2017-08-07,34.6251,35.1689,34.6251,35.1591,207288
2017-08-08,35.3667,35.5447,35.2284,35.2876,219408
2017-08-09,34.9218,35.337,34.7537,35.337,90175
2017-08-10,35.0997,35.0997,33.9133,33.9627,192236
2017-08-11,33.6661,34.0714,33.4066,33.9232,152940
2017-08-14,34.467,34.5558,34.289,34.4472,99062
2017-08-15,34.4373,34.4472,34.1604,34.3384,72943
2017-08-16,34.6845,34.9317,34.6845,34.7932,111709
2017-08-17,34.6944,34.8416,34.2099,34.2198,100106
2017-08-18,34.4472,34.5856,34.1011,34.4472,89590
2017-08-21,34.635,34.9514,34.556,34.9415,91870
2017-08-22,34.9119,34.9909,34.7042,34.9811,106248
2017-08-23,34.9119,35.2876,34.8596,35.2382,112559
2017-08-24,35.4656,35.4656,35.0602,35.2283,149358
2017-08-25,35.5051,35.5051,34.9514,35.0305,163927
2017-08-28,34.9218,34.9218,34.2395,34.4274,225173
2017-08-29,33.8144,34.4274,33.6859,34.3582,107946
2017-08-30,34.4768,34.8822,34.3582,34.8624,104151
2017-08-31,34.9613,35.2382,34.8822,35.1492,155565
2017-09-01,35.337,35.5841,35.1195,35.5051,91941
2017-09-05,35.3173,35.4952,34.9317,35.248,136085
2017-09-06,35.4656,35.5832,35.2238,35.4458,65255
2017-09-07,35.5644,35.95,35.4952,35.95,87331
2017-09-08,35.8611,35.9698,35.5679,35.5743,91707
2017-09-11,36.0588,36.4741,36.0588,36.4543,120533
2017-09-12,36.5828,36.8478,36.5037,36.7598,86800
2017-09-13,36.6916,36.9783,36.6916,36.8794,158192
2017-09-14,36.7905,37.1761,36.7905,37.0277,101672
2017-09-15,37.1365,37.2304,36.9365,37.0772,74968
2017-09-18,37.3145,37.4855,37.2037,37.3441,132676
2017-09-19,37.3837,37.3837,37.0772,37.2354,118133
2017-09-20,37.3244,37.4618,36.668,37.0277,99918
2017-09-21,37.0376,37.0376,36.4049,36.7578,91728
2017-09-22,36.6125,36.7212,36.484,36.7015,59703
2017-09-25,36.4444,36.4444,35.2975,35.515,231835
2017-09-26,35.6139,35.9006,35.3875,35.4755,379229
2017-09-27,35.5941,35.7355,35.4459,35.6336,134839
2017-09-28,35.5348,35.6139,35.3568,35.5364,164574
2017-09-29,35.782,35.9995,35.6633,35.9402,97821
2017-10-02,36.039,36.3554,36.0352,36.1577,114556
2017-10-03,36.4049,36.7697,36.395,36.7114,195030
2017-10-04,36.7608,36.7905,36.5574,36.6718,93060
2017-10-05,36.8201,36.8892,36.6301,36.8285,112574
2017-10-06,36.6323,36.8399,36.5828,36.8102,109323
2017-10-09,36.83,36.8992,36.6817,36.7608,125611
2017-10-10,36.9091,36.9981,36.7905,36.8992,81001
2017-10-11,36.8794,37.1041,36.83,37.0179,85856
2017-10-12,36.9882,36.9981,36.7237,36.7707,102726
2017-10-13,36.83,37.2033,36.7545,37.0475,125297
2017-10-16,37.3145,37.443,37.1958,37.4232,96690
2017-10-17,37.4529,37.4628,37.0376,37.0376,103359
2017-10-18,37.3046,37.443,37.1068,37.3738,116171
2017-10-19,36.8201,36.8201,36.3259,36.5334,162496
2017-10-20,36.8498,36.8498,36.484,36.5136,108019
2017-10-23,36.4741,36.5136,36.217,36.2763,126943
2017-10-24,36.4345,36.5027,36.2369,36.306,120007
2017-10-25,36.5532,36.6125,35.5249,35.8314,192228
2017-10-26,35.9006,35.9896,35.6633,35.6831,93205
2017-10-27,35.7523,36.0133,35.5941,35.9797,88489
2017-10-30,35.9402,36.2862,35.7918,36.0094,131175
2017-10-31,36.2071,36.6559,36.1613,36.6224,100062
2017-11-01,37.0277,37.0973,36.7683,36.8201,141859
2017-11-02,37.0673,37.0673,36.5227,36.6916,69479
2017-11-03,36.919,37.0375,36.6916,36.8794,116540
2017-11-06,37.2453,37.6309,37.2453,37.5913,99734
2017-11-07,37.7001,37.731,37.3343,37.4331,167321
2017-11-08,37.4924,37.7484,37.4089,37.5913,134788
2017-11-09,37.3145,37.3145,36.7807,37.2453,170452
2017-11-10,37.2749,37.2749,36.8893,36.9882,111806
2017-11-13,37.008,37.4129,36.9684,37.2749,88211
2017-11-14,37.2255,37.2255,36.6916,36.7806,240421
2017-11-15,36.7905,37.1068,36.4849,37.1068,93298
2017-11-16,37.6408,38.1449,37.621,38.0758,208227
2017-11-17,38.4021,38.6641,38.3823,38.498,150190
2017-11-20,38.8075,39.114,38.7481,38.9656,219553
2017-11-21,39.5885,39.7952,39.4402,39.5589,293870
2017-11-22,39.4106,39.4501,39.2029,39.3216,222230
2017-11-24,39.0447,39.0942,38.8668,39.0843,137610
2017-11-27,38.8569,38.8964,38.3428,38.4021,200045
2017-11-28,38.5603,38.5603,38.0659,38.234,150184
2017-11-29,38.0659,38.0659,36.8201,37.2354,290686
2017-11-30,37.0277,37.0574,36.6718,36.8102,164794
2017-12-01,36.4642,36.6708,36.0885,36.2763,183459
2017-12-04,36.6125,36.7697,35.8017,35.9599,157226
2017-12-05,35.6435,36.1478,35.3964,35.8215,162171
2017-12-06,35.337,35.8116,35.2777,35.7127,157236
2017-12-07,35.8709,36.3159,35.8709,36.1082,139128
2017-12-08,36.7707,36.9684,36.5235,36.5235,153958
2017-12-11,36.7905,37.1167,36.7856,37.0871,84527
2017-12-12,36.7212,36.8201,36.484,36.6619,123573
2017-12-13,36.9684,37.5419,36.9684,37.443,120502
2017-12-14,37.1167,37.265,36.9388,37.008,125164
2017-12-15,37.1068,37.1245,36.7914,37.1068,125732
2017-12-18,37.8583,37.9166,37.5023,37.7891,140100
2017-12-19,37.7297,38.0165,37.6556,37.6556,197020
2017-12-20,37.4727,37.71,37.3949,37.5814,74978
2017-12-21,38.1351,38.1548,37.7891,37.9374,97510
2017-12-22,38.0956,38.1289,37.9374,38.056,55149
2017-12-26,38.1,38.2299,37.74,38.06,67871
2017-12-27,38.05,38.3201,37.95,38.25,62756
2017-12-28,38.45,38.45,38.041,38.11,72982
2017-12-29,38.28,38.3,38.02,38.06,85462
2018-01-02,38.66,39.6072,38.54,39.6,215275
2018-01-03,39.75,39.8652,39.66,39.84,263684
2018-01-04,40.07,40.24,39.9,40.03,194289
2018-01-05,40.19,40.63,40.19,40.63,192292
2018-01-08,40.64,41.067,40.613,40.99,244195
2018-01-09,41.11,41.2,40.7501,41.08,329088
2018-01-10,40.73,40.8299,40.4402,40.72,240333
2018-01-11,40.6,40.68,40.411,40.68,131424
2018-01-12,40.74,40.9979,40.6605,40.91,99868
2018-01-16,41.25,41.64,40.6,40.76,338748
2018-01-17,40.94,41.3019,40.71,41.19,92323
2018-01-18,41.21,41.3299,40.93,41.19,140343
2018-01-19,41.41,41.49,41.2,41.42,101901
2018-01-22,41.52,41.64,41.1322,41.63,151452
2018-01-23,41.62,41.94,41.47,41.94,182277
2018-01-24,42.08,42.4799,41.64,42.08,176763
2018-01-25,42.06,42.4904,41.89,42.33,179400
2018-01-26,42.87,43.5,42.8649,43.5,496934
2018-01-29,43.1,43.24,42.75,42.81,268870
2018-01-30,42.08,42.08,41.55,41.9,291717
2018-01-31,42.4,42.53,42.0,42.17,211684
2018-02-01,41.51,42.04,41.28,41.45,172973
2018-02-02,41.11,41.11,40.0495,40.13,490797
2018-02-05,39.51,40.25,38.5,38.54,623172
2018-02-06,38.0,39.43,37.51,39.26,374719
2018-02-07,38.62,39.1499,38.35,38.43,170146
2018-02-08,38.49,38.7299,36.81,36.87,261046
2018-02-09,37.04,37.51,35.83,37.14,373813
2018-02-12,37.8,38.26,37.5147,38.06,252253
2018-02-13,38.43,39.079,38.2,38.97,190543
2018-02-14,39.17,40.64,39.14,40.51,292618
2018-02-15,41.44,41.59,40.6688,41.39,365629
2018-02-16,41.25,41.5199,40.98,41.11,166209
2018-02-20,40.46,41.23,40.35,41.0,177105
2018-02-21,41.56,42.1,41.191,41.25,142805
2018-02-22,41.43,41.54,41.0115,41.08,96169
2018-02-23,41.41,42.0,41.2548,42.0,111973
2018-02-26,42.13,42.17,41.65,41.92,132121
2018-02-27,41.79,41.79,40.73,40.82,198781
2018-02-28,40.88,40.949,40.461,40.51,102381
2018-03-01,40.72,40.85,39.6681,40.14,133843
2018-03-02,39.29,40.32,38.95,40.27,710465
2018-03-05,39.96,40.615,39.854,40.53,259717
2018-03-06,41.33,41.46,40.9508,41.32,148221
2018-03-07,41.06,41.7417,41.06,41.71,149719
2018-03-08,41.78,41.94,41.52,41.75,163239
2018-03-09,42.1,42.68,42.1,42.64,144649
2018-03-12,42.81,42.9477,42.52,42.77,139835
2018-03-13,43.01,43.1,42.04,42.16,130661
2018-03-14,42.49,42.6346,42.1964,42.4,90178
2018-03-15,42.71,42.7962,42.4,42.58,288943
2018-03-16,42.54,42.61,42.37,42.58,351642
2018-03-19,42.17,42.3806,41.53,41.91,208327
2018-03-20,42.19,42.6988,42.11,42.63,285664
2018-03-21,42.48,42.815,42.3017,42.61,198147
2018-03-22,41.41,41.4896,40.2669,40.53,329949
2018-03-23,40.62,40.85,39.67,39.72,459207
2018-03-26,40.89,40.9752,39.9411,40.87,153513
2018-03-27,40.98,40.99,39.32,39.55,167603
2018-03-28,39.28,39.39,38.4604,38.7966,274199
2018-03-29,38.88,39.72,38.77,39.47,154072
2018-04-02,39.32,39.5594,38.191,38.62,197573
2018-04-03,38.96,39.08,38.25,38.55,130393
2018-04-04,37.43,38.84,37.3,38.79,158386
2018-04-05,39.11,39.35,38.8,38.96,141878
2018-04-06,38.5,38.9556,37.94,38.22,99120
2018-04-09,38.43,38.93,38.3,38.32,86775
2018-04-10,38.96,39.02,38.5874,38.9,84787
2018-04-11,38.64,39.0813,38.64,38.71,77076
2018-04-12,38.77,38.871,38.4424,38.52,102906
2018-04-13,38.46,38.5,37.59,37.81,176283
2018-04-16,37.73,37.8498,37.4828,37.79,104655
2018-04-17,37.72,38.45,37.72,38.35,113711
2018-04-18,38.4,38.712,38.2292,38.66,76430
2018-04-19,38.71,38.71,38.1277,38.28,61456
2018-04-20,37.92,37.92,37.54,37.66,101776
2018-04-23,37.59,37.7828,37.28,37.32,95620
2018-04-24,37.65,37.88,36.56,36.85,182541
2018-04-25,36.71,36.71,35.96,36.45,131908
2018-04-26,36.56,36.96,36.56,36.85,76399
2018-04-27,37.27,37.379,36.8085,37.17,121731
2018-04-30,37.25,37.5339,37.05,37.26,80849
2018-05-01,37.12,37.3436,36.9934,37.31,74582
2018-05-02,37.51,37.69,37.2715,37.28,68579
2018-05-03,37.28,37.28,36.54,37.11,149157
2018-05-04,36.81,37.59,36.74,37.46,105675
2018-05-07,37.29,38.125,37.29,38.02,104355
2018-05-08,37.96,38.1,37.63,38.03,142026
2018-05-09,38.1,38.1,37.8,37.91,152117
2018-05-10,38.12,38.75,38.1,38.59,103876
2018-05-11,38.59,38.59,38.15,38.21,151038
2018-05-14,38.37,38.725,38.22,38.27,72549
2018-05-15,37.67,37.67,37.1748,37.46,79166
2018-05-16,37.85,38.25,37.79,38.24,99200
2018-05-17,37.78,38.0892,37.59,37.76,172821
2018-05-18,37.32,37.4758,37.14,37.241,100518
2018-05-21,37.64,37.74,37.11,37.26,128874
2018-05-22,37.35,37.6,37.288,37.3,93985
2018-05-23,37.1,37.579,37.02,37.51,85426
2018-05-24,37.49,37.6164,37.0498,37.33,106455
2018-05-25,37.34,37.5,37.32,37.36,56302
2018-05-29,37.0,37.13,36.56,36.73,120707
2018-05-30,36.72,37.01,36.62,36.98,128568
2018-05-31,37.02,37.29,36.97,37.03,78423
2018-06-01,37.35,38.04,37.35,37.93,83561
2018-06-04,38.23,38.83,38.06,38.8,104247
2018-06-05,38.86,39.1147,38.82,38.87,101227
2018-06-06,39.2,39.29,39.0,39.15,319521
2018-06-07,39.08,39.08,38.2007,38.58,71349
2018-06-08,38.26,38.84,38.26,38.72,68587
2018-06-11,38.75,39.12,38.72,39.0,111393
2018-06-12,39.06,39.44,39.06,39.24,100169
2018-06-13,39.33,39.44,38.8928,39.04,68916
2018-06-14,39.0,39.3922,38.97,39.28,86057
2018-06-15,38.77,39.1,38.5501,38.98,57152
2018-06-18,38.69,38.81,38.4688,38.77,105527
2018-06-19,37.83,38.044,37.4,37.87,159117
2018-06-20,38.26,38.26,38.0,38.15,71926
2018-06-21,37.99,38.12,37.541,37.57,74014
2018-06-22,38.15,38.15,37.755,37.91,35494
2018-06-25,37.42,37.42,36.41,36.73,242367
2018-06-26,36.75,36.899,36.46,36.65,93097
2018-06-27,36.71,36.79,35.55,35.55,122836
2018-06-28,35.64,36.2752,35.45,36.17,284329
2018-06-29,36.72,36.845,36.58,36.701,58626
2018-07-02,36.0,36.51,35.99,36.48,111526
2018-07-03,36.8,36.8,36.2762,36.29,57821
2018-07-05,36.51,36.54,36.0929,36.44,285699
2018-07-06,36.43,37.14,36.4,37.05,147651
2018-07-09,37.61,37.7361,37.3,37.54,120279
2018-07-10,37.43,37.49,36.87,37.09,171038
2018-07-11,36.42,36.781,36.42,36.56,164172
2018-07-12,37.02,37.42,36.9652,37.42,73565
2018-07-13,37.21,37.37,36.92,37.101,136679
2018-07-16,36.98,37.3,36.94,37.1,100005
2018-07-17,36.8,37.4213,36.661,37.4,59183
2018-07-18,37.22,37.28,37.02,37.24,45590
2018-07-19,36.75,36.8739,36.55,36.62,53613
2018-07-20,36.87,36.9909,36.74,36.76,31351
2018-07-23,36.51,36.62,36.34,36.59,97873
2018-07-24,37.05,37.1499,36.4799,36.58,135868
2018-07-25,36.75,37.55,36.75,37.53,102803
2018-07-26,36.86,37.2399,36.761,36.95,59493
2018-07-27,37.09,37.185,36.31,36.46,66394
2018-07-30,36.38,36.38,35.52,35.72,103328
2018-07-31,35.48,35.68,35.2,35.42,83189
2018-08-01,35.05,35.5798,35.01,35.14,107407
2018-08-02,34.47,34.74,34.34,34.74,169141
2018-08-03,34.75,34.8763,34.63,34.78,97934
2018-08-06,34.62,34.79,34.5793,34.64,143206
2018-08-07,35.08,35.33,34.9663,35.03,89009
2018-08-08,35.02,35.12,34.45,34.45,68521
2018-08-09,34.6,35.0208,34.6,34.69,165333
2018-08-10,34.14,34.3544,34.02,34.23,130773
2018-08-13,34.0,34.0,33.45,33.54,196140
2018-08-14,33.27,33.31,32.81,32.9,254923
2018-08-15,31.37,31.74,31.055,31.7,441784
2018-08-16,32.01,32.33,31.9162,31.92,118868
2018-08-17,31.92,32.45,31.76,32.3,75131
